Offense Type,Beat,Premise,BlockRange,StreetName,Type
Auto Theft,10H60,Other Parking Lot,3300-3399,DIXIE,DR
Aggravated Assault,10H60,Residence or House,2200-2299,WENTWORTH,ST
Auto Theft,10H60,"Road, Street, or Sidewalk",2500-2599,WHEELER,ST
Theft,10H60,"Road, Street, or Sidewalk",4200-4299,BASTROP,ST
Burglary,10H60,Residence or House,3300-3399,WICHITA,ST
Theft,10H60,"Road, Street, or Sidewalk",4300-4399,LIVE OAK,-
Robbery,10H60,"Road, Street, or Sidewalk",4200-4299,DOWLING,ST
Theft,10H60,Hotel or Motel Parking Lot,4300-4399,OLD SPANISH,TRL
Theft,10H60,Apartment Parking Lot,6400-6499,DEL RIO,ST
Theft,10H60,Residence or House,2200-2299,WENTWORTH,ST
Auto Theft,10H60,"Road, Street, or Sidewalk",4800-4899,DOWLING,ST
Burglary,10H60,Residence or House,3800-3899,BLODGETT,ST
Aggravated Assault,10H60,"Road, Street, or Sidewalk",6200-6299,TIERWESTER,-
Theft,10H60,Driveway,4600-4699,UNIVERSITY OAKS,BLVD
Theft,10H60,Restaurant or Cafeteria Parking Lot,2500-2599,SOUTHMORE,BLVD
Theft,10H60,Residence or House,2500-2599,OAKDALE,-
Theft,10H60,Other Parking Lot,3300-3399,OLD SPANISH,TRL
Theft,10H60,"Road, Street, or Sidewalk",2500-2599,WHEELER,ST
Theft,10H60,"Road, Street, or Sidewalk",2500-2599,WENTWORTH,ST
Theft,10H60,Commercial Parking Lot or Garage,2300-2399,SOUTHMORE,BLVD
Robbery,10H60,Restaurant or Cafeteria,2500-2599,SOUTHMORE,BLVD
Theft,10H60,Bar or Night Club,2200-2299,WENTWORTH,ST
Theft,10H60,Driveway,2300-2399,RUTH,-
Theft,10H60,"Hotel, Motel, Inn, Etc.",3300-3399,DIXIE,DR
Theft,10H60,"Road, Street, or Sidewalk",2400-2499,WENTWORTH,ST
Robbery,10H60,"Road, Street, or Sidewalk",2400-2499,WENTWORTH,ST
Theft,10H60,Bar or Night Club Parking Lot,4700-4799,DOWLING,ST
Theft,10H60,Residence or House,3300-3399,OZARK,-
Aggravated Assault,10H60,Apartment,6200-6299,TIERWESTER,-
Burglary,10H60,Bar or Night Club,5200-5299,LIVE OAK,-
Robbery,10H60,Service or Gas Station,2300-2399,SOUTHMORE,BLVD
Burglary,10H60,Apartment,3200-3299,MACGREGOR,WAY
Theft,10H60,Driveway,3800-3899,SOUTHMORE,BLVD
Aggravated Assault,10H60,Apartment,6200-6299,TIERWESTER,-
Robbery,10H60,Apartment,4000-4099,GRIGGS,RD
Theft,10H60,Bar or Night Club Parking Lot,6500-6599,PEERLESS,-
Murder,10H60,"Hotel, Motel, Inn, Etc.",3500-3599,SOUTHMORE,BLVD
Theft,10H60,Residence or House,2300-2399,ROSEDALE,-
Theft,10H60,"Road, Street, or Sidewalk",6200-6299,BOWLING GREEN,ST
Theft,10H60,"Road, Street, or Sidewalk",2300-2399,CLEBURNE,ST
Aggravated Assault,10H60,"Road, Street, or Sidewalk",6300-6399,ILLINOIS,-
Auto Theft,10H60,Residence or House,2800-2899,CLEBURNE,ST
Theft,10H60,"Road, Street, or Sidewalk",3200-3299,DIXIE,DR
Theft,10H60,Apartment,4000-4099,GRIGGS,-
Aggravated Assault,10H60,Apartment,2300-2399,CLEBURNE,ST
Aggravated Assault,10H60,Residence or House,3600-3699,MACGREGOR,WAY
Aggravated Assault,10H60,Apartment Parking Lot,6200-6299,TIERWESTER,-
Auto Theft,10H60,"Road, Street, or Sidewalk",4800-4899,DOWLING,ST
Theft,10H60,"Road, Street, or Sidewalk",6200-6299,BOWLING GREEN,ST
Theft,10H60,Apartment Parking Lot,5500-5599,SAMPSON,-
Burglary,10H60,Residence or House,2700-2799,EAGLE,ST
Theft,10H60,Restaurant or Cafeteria,4000-4099,CHARLESTON,-
Burglary,10H60,Apartment,5400-5499,TIERWESTER,-
Burglary,10H60,"Church, Synagogue, or Temple",4900-4999,CULLEN,BLVD
Theft,10H60,Convenience Store Parking Lot,3800-3899,OLD SPANISH,TRL
Theft,10H60,Service or Gas Station,3100-3199,PROSPECT,-
Aggravated Assault,10H60,Apartment,3600-3699,MACGREGOR,WAY
Theft,10H60,Apartment Parking Lot,5500-5599,SAMPSON,-
Theft,10H60,Convenience Store Parking Lot,3300-3399,DIXIE,DR
Theft,10H60,"Church, Synagogue, or Temple Parking Lot",3800-3899,SAMPSON,-
Theft,10H60,Garage or Carport,2500-2599,BINZ,ST
Theft,10H60,Residence or House,3600-3699,PARKWOOD,DR
Theft,10H70,Service or Gas Station,2800-2899,OLD SPANISH,TRL
Theft,10H70,Driveway,6300-6399,HERMANN LAKE,DR
Theft,10H70,"Other, Unknown, or Not Listed",1300-1399,HERMANN,DR
Theft,10H70,"Parks and Recreation, Zoo, Swimming Pool",6200-6299,HERMANN PARK,DR
Theft,10H70,Hospital,6500-6599,FANNIN,ST
Theft,10H70,Other Parking Lot,1300-1399,SOUTHMORE,BLVD
Theft,10H70,"Road, Street, or Sidewalk",4100-4199,CHENEVERT,-
Theft,10H70,Other Parking Lot,4400-4499,ALMEDA,RD
Auto Theft,10H70,"Road, Street, or Sidewalk",4900-4999,ALMEDA,RD
Theft,10H70,"Parks and Recreation, Zoo, Swimming Pool",5500-5599,HERMANN PARK,DR
Theft,10H70,"Road, Street, or Sidewalk",2100-2199,OAKDALE,-
Theft,10H70,"Road, Street, or Sidewalk",5100-5199,ALMEDA,RD
Burglary,10H70,High Rise,5900-5999,ALMEDA,RD
Theft,10H70,Apartment Parking Lot,5700-5799,ALMEDA,RD
Theft,10H70,Driveway,1400-1499,SOUTHMORE,BLVD
Theft,10H70,"Road, Street, or Sidewalk",4400-4499,ALMEDA,RD
Theft,10H70,Garage or Carport,5700-5799,ALMEDA,RD
Theft,10H70,Other Parking Lot,1800-1899,ROSEWOOD,-
Theft,10H70,"Road, Street, or Sidewalk",2000-2099,ROSEDALE,-
Theft,10H70,"Road, Street, or Sidewalk",5000-5099,ALMEDA,RD
Theft,10H70,Commercial Parking Lot or Garage,UNK,HERMANN MUSEUM,CIR
Theft,10H70,Apartment Parking Lot,5700-5799,ALMEDA,RD
Theft,10H70,Garage or Carport,UNK,HERMANN MUSEUM,CIR
Theft,10H70,,1700-1799,WICHITA,ST
Auto Theft,10H70,Apartment Parking Lot,5700-5799,ALMEDA,RD
Theft,10H70,"Road, Street, or Sidewalk",1800-1899,EWING,ST
Theft,10H70,Apartment Parking Lot,UNK,HERMANN MUSEUM,CIR
Theft,10H70,"Parks and Recreation, Zoo, Swimming Pool",UNK,HERMANN PARK,DR
Aggravated Assault,10H70,Highway or Freeway,6200-6299,SH 288,-
Theft,10H70,"Parks and Recreation, Zoo, Swimming Pool",6000-6099,HERMANN PARK,DR
Theft,10H70,Residence or House,1400-1499,WENTWORTH,ST
Theft,10H70,Driveway,6900-6999,STAFFORDSHIRE,-
Theft,10H70,Apartment Parking Lot,1600-1699,HERMANN,DR
Theft,10H70,"Road, Street, or Sidewalk",1900-1999,WOODBURY,-
Theft,10H70,Apartment Parking Lot,2900-2999,OLD SPANISH,TRL
Theft,10H70,Commercial Parking Lot or Garage,1900-1999,LAUDERDALE,-
Burglary,10H70,Miscellaneous Business (Non-Specific),2000-2099,WHEELER,ST
Theft,10H70,Residence or House,4800-4899,CAROLINE,ST
Theft,10H70,Commercial Parking Lot or Garage,7000-7099,STAFFORDSHIRE,-
Theft,10H70,Hospital,6500-6599,FANNIN,ST
Burglary,10H70,Other Parking Lot,5100-5199,ALMEDA,RD
Theft,10H70,Commercial Parking Lot or Garage,1500-1599,HERMANN,DR
Theft,10H70,Construction Site,1900-1999,HOLCOMBE,BLVD
Aggravated Assault,10H70,Service or Gas Station,2100-2199,SOUTHMORE,BLVD
Theft,10H70,Commercial Parking Lot or Garage,5700-5799,ALMEDA,RD
Theft,10H70,"Road, Street, or Sidewalk",2300-2399,CAMDEN,-
Theft,10H70,Apartment Parking Lot,2300-2399,MACGREGOR,WAY
Theft,10H70,Garage or Carport,7000-7099,STAFFORDSHIRE,-
Theft,10H70,Other Parking Lot,1100-1199,JOHN FREEMAN,BLVD
Theft,10H70,"Road, Street, or Sidewalk",2300-2399,CAMDEN,-
Theft,10H70,"Road, Street, or Sidewalk",5500-5599,MONTENERO,WAY
Theft,10H70,Hospital,6700-6799,FANNIN,ST
Theft,10H70,"Libraries, Museums",1700-1799,HERMANN,DR
Theft,10H70,Apartment Parking Lot,1600-1699,HERMANN,DR
Robbery,10H70,"Road, Street, or Sidewalk",4000-4099,CHARTRES,ST
Theft,10H70,"Road, Street, or Sidewalk",5900-5999,ALMEDA,RD
Robbery,10H70,Convenience Store,4900-4999,MAIN,ST
Theft,10H70,Driveway,1400-1499,BLODGETT,ST
Theft,10H70,Hospital,6500-6599,FANNIN,ST
Theft,10H70,Hospital Parking Lot,6500-6599,FANNIN,ST
Theft,10H70,Residence or House,1600-1699,HERMANN,DR
Aggravated Assault,10H70,Residence or House,UNK,UNKNOWN,-
Theft,10H70,Restaurant or Cafeteria Parking Lot,4700-4799,ALMEDA,RD
Theft,10H70,"Vacant Single Occ Resd(House,Townhs,Dplex)",6900-6999,VAN ETTEN,-
Theft,10H70,Bar or Night Club Parking Lot,5000-5099,ALMEDA,RD
Theft,10H70,"Road, Street, or Sidewalk",2400-2499,CHARLESTON,-
Theft,10H70,Hospital,1300-1399,HERMANN,DR
Auto Theft,10H70,"Road, Street, or Sidewalk",7300-7399,ARDMORE,ST
Theft,10H70,Residence or House,1400-1499,BLODGETT,ST
Theft,10H70,Hospital,1500-1599,TAUB,LP
Theft,10H70,Hospital,6700-6799,BERTNER,AVE
Theft,10H70,Commercial Parking Lot or Garage,6000-6099,HERMANN PARK,DR
Theft,10H70,Apartment,7000-7099,ALMEDA,RD
Theft,10H70,"Road, Street, or Sidewalk",5000-5099,LA BRANCH,-
Theft,10H70,Hospital,6700-6799,BERTNER,AVE
Theft,10H70,Apartment Parking Lot,7700-7799,GREENBRIAR,DR
Theft,10H70,"Road, Street, or Sidewalk",5200-5299,ALMEDA,RD
Robbery,10H70,Other Parking Lot,3100-3199,TELGE,-
Theft,10H70,Hospital,6600-6699,FANNIN,ST
Theft,10H70,"Road, Street, or Sidewalk",2100-2199,SOUTHMORE,BLVD
Rape,10H70,"Hotel, Motel, Inn, Etc.",UNK,UNKNOWN,-
Theft,10H70,Condominium,7000-7099,STAFFORDSHIRE,-
Theft,10H70,Hospital,6500-6599,FANNIN,ST
Theft,10H70,Hospital,6600-6699,FANNIN,ST
Theft,10H70,"Road, Street, or Sidewalk",6900-6999,ARDMORE,ST
Theft,10H70,"Road, Street, or Sidewalk",5000-5099,CHENEVERT,-
Theft,10H70,"Road, Street, or Sidewalk",1400-1499,EWING,ST
Burglary,10H70,Residence or House,1600-1699,PROSPECT,-
Theft,10H70,"Road, Street, or Sidewalk",4800-4899,ALMEDA,RD
Theft,10H70,Bar or Night Club Parking Lot,4200-4299,ALMEDA,RD
Aggravated Assault,10H70,Restaurant or Cafeteria,2000-2099,HOLCOMBE,BLVD
Theft,10H70,Hotel or Motel Parking Lot,5700-5799,MAIN,ST
Theft,10H70,Other Parking Lot,4800-4899,ALMEDA,RD
Burglary,10H70,Apartment,6300-6399,ALMEDA,RD
Theft,10H70,Mall Common Area,6000-6099,ALMEDA,RD
Theft,10H70,Other Parking Lot,1500-1599,HERMANN,DR
Theft,10H70,Other Parking Lot,6200-6299,HERMANN PARK,DR
Auto Theft,10H70,Apartment Parking Lot,7300-7399,ARDMORE,ST
Theft,10H70,Hospital Parking Lot,6400-6499,MAIN,ST
Theft,10H70,Hospital,2000-2099,HOLCOMBE,BLVD
Theft,10H70,Garage or Carport,2900-2999,OLD SPANISH,TRL
Robbery,10H70,Convenience Store,5200-5299,ALMEDA,RD
Aggravated Assault,10H70,"Road, Street, or Sidewalk",2100-2199,MACGREGOR,WAY
Theft,10H70,Apartment Parking Lot,7300-7399,ARDMORE,ST
Theft,10H70,Apartment Parking Lot,UNK,ALMEDA,RD
Theft,10H70,"Road, Street, or Sidewalk",1800-1899,WICHITA,ST
Theft,10H70,"Road, Street, or Sidewalk",2000-2099,ROSEDALE,-
Theft,10H70,"Road, Street, or Sidewalk",4400-4499,AUSTIN,ST
Theft,10H70,"Road, Street, or Sidewalk",1400-1499,HERMANN,DR
Theft,10H70,Other Parking Lot,2000-2099,HOLCOMBE,BLVD
Theft,10H70,Apartment Parking Lot,7000-7099,ALMEDA,RD
Theft,10H70,Garage or Carport,7000-7099,ALMEDA,RD
Theft,10H70,Hospital,1500-1599,TAUB,LP
Theft,10H70,"Other, Unknown, or Not Listed",UNK,HERMANN MUSEUM,CIR
Theft,10H70,Commercial Building,1200-1299,HERMANN,DR
Theft,10H70,Strip Business Center Parking Lot,UNK,FANNIN,ST
Theft,10H70,Garage or Carport,5900-5999,ALMEDA,RD
Theft,10H70,Hospital,6700-6799,BERTNER,AVE
Rape,10H70,Vehicle/Auto Sales/Lease/Auto Parts Store,1500-1599,TAUB,LP
Theft,10H70,"Other, Unknown, or Not Listed",6600-6699,ALMEDA,RD
Theft,10H70,Hospital,6600-6699,FANNIN,ST
Auto Theft,10H70,Hospital Parking Lot,6400-6499,FANNIN,ST
Auto Theft,10H70,Garage or Carport,1400-1499,CAMBRIDGE,ST
Rape,10H70,Other Parking Lot,1500-1599,TAUB,LP
Theft,10H70,Apartment Parking Lot,2800-2899,OLD SPANISH,TRL
Theft,10H70,Other Parking Lot,7500-7599,ARDMORE,ST
Burglary,10H70,Residence or House,1800-1899,RUTH,-
Theft,10H70,"Parks and Recreation, Zoo, Swimming Pool",1500-1599,HERMANN,DR
Theft,10H70,Service or Gas Station,6000-6099,ALMEDA,RD
Theft,10H70,Apartment Parking Lot,2900-2999,OLD SPANISH,TRL
Theft,10H70,Garage or Carport,2900-2999,OLD SPANISH,TRL
Theft,10H70,Hospital Parking Lot,6700-6799,BERTNER,AVE
Theft,10H70,"Parks and Recreation, Zoo, Swimming Pool",6000-6099,FANNIN,ST
Theft,10H70,Garage or Carport,1100-1199,HOLCOMBE,BLVD
Robbery,10H70,Restaurant or Cafeteria,4800-4899,SAN JACINTO,ST
Theft,10H70,Residence or House,1800-1899,ARBOR,ST
Robbery,10H70,"Road, Street, or Sidewalk",2400-2499,MACGREGOR,WAY
Theft,10H70,"Parks and Recreation, Zoo, Swimming Pool",6200-6299,HERMANN PARK,DR
Theft,10H70,Hotel or Motel Parking Lot,6700-6799,MAIN,ST
Theft,10H70,Hospital,6500-6599,FANNIN,ST
Theft,10H70,Apartment Parking Lot,2800-2899,OLD SPANISH,TRL
Theft,10H70,Other Parking Lot,1500-1599,HERMANN,DR
Theft,10H70,Hotel or Motel Parking Lot,6700-6799,MAIN,ST
Theft,10H70,"Physician, Doctor, Dentist's Office",6400-6499,FANNIN,-
Theft,10H70,Other Parking Lot,6200-6299,HERMANN PARK,DR
Theft,10H70,Hospital,6400-6499,MAIN,ST
Theft,10H70,Hospital,6600-6699,FANNIN,ST
Theft,10H70,Other Parking Lot,1500-1599,HERMANN,DR
Theft,10H70,Other Parking Lot,6000-6099,FANNIN,ST
Theft,10H70,Miscellaneous Business (Non-Specific),6500-6599,BERTNER,AVE
Theft,10H70,"Utility Company, Electric, Gas, Water",2100-2199,SOUTHMORE,BLVD
Theft,10H70,Apartment Parking Lot,5600-5699,JACKSON,ST
Theft,10H70,Hospital,6500-6599,FANNIN,ST
Theft,10H70,Car Wash,4400-4499,ALMEDA,RD
Rape,10H70,Residence or House,6600-6699,FANNIN,ST
Theft,10H70,Grocery Store or Supermarket,1900-1999,OLD SPANISH,TRL
Theft,10H70,"Other, Unknown, or Not Listed",UNK,HERMANN PARK,-
Theft,10H70,Department or Discount Store,5100-5199,ALMEDA,RD
Theft,10H70,Other Parking Lot,1700-1799,HERMANN,DR
Theft,10H70,"Parks and Recreation, Zoo, Swimming Pool",6000-6099,FANNIN,ST
Theft,10H80,"Multi-Plex Home (Duplex,Triplex Etc.)",1200-1299,BANKS,ST
Theft,10H80,Laundry or Dry Cleaners Parking Lot,2300-2399,BISSONNET,ST
Theft,10H80,Residence or House,1200-1299,BANKS,ST
Theft,10H80,Specialty Store (Non-Specific),2400-2499,UNIVERSITY,BLVD
Theft,10H80,Specialty Store (Non-Specific),2400-2499,UNIVERSITY,BLVD
Theft,10H80,Bar or Night Club Parking Lot,5700-5799,MORNINGSIDE,DR
Theft,10H80,Restaurant or Cafeteria Parking Lot,2500-2599,RICE,BLVD
Theft,10H80,Commercial Parking Lot or Garage,5500-5599,KELVIN,DR
Theft,10H80,Specialty Store (Non-Specific),2400-2499,UNIVERSITY,BLVD
Theft,10H80,Restaurant or Cafeteria Parking Lot,2500-2599,AMHERST,ST
Theft,10H80,Restaurant or Cafeteria Parking Lot,5200-5299,KELVIN,DR
Theft,10H80,Department or Discount Store,2400-2499,UNIVERSITY,BLVD
Theft,10H80,"Road, Street, or Sidewalk",2400-2499,WORDSWORTH,-
Theft,10H80,Other Parking Lot,2300-2399,BISSONNET,ST
Theft,10H80,Restaurant or Cafeteria Parking Lot,2500-2599,SOUTHWEST,FWY
Theft,10H80,"Road, Street, or Sidewalk",5300-5399,MORNINGSIDE,DR
Theft,10H80,Restaurant or Cafeteria Parking Lot,4600-4699,MONTROSE,BLVD
Theft,10H80,Strip Business Center Parking Lot,2500-2599,RICE,BLVD
Theft,10H80,Residence or House,2500-2599,DUNSTAN,RD
Theft,10H80,Other Parking Lot,2400-2499,TIMES,BLVD
Theft,10H80,Strip Business Center Parking Lot,4600-4699,MONTROSE,BLVD
Theft,10H80,Strip Business Center Parking Lot,2400-2499,UNIVERSITY,BLVD
Theft,10H80,Apartment Parking Lot,5100-5199,MORNINGSIDE,DR
Theft,10H80,Residence or House,4800-4899,MT VERNON,ST
Theft,10H80,Bar or Night Club Parking Lot,2400-2499,SUNSET,BLVD
Theft,10H80,Garage or Carport,2300-2399,WORDSWORTH,-
Theft,10H80,Apartment Parking Lot,2100-2199,NORTH,BLVD
Theft,10H80,Restaurant or Cafeteria Parking Lot,2500-2599,SOUTHWEST,FWY
Theft,10H80,Commercial Parking Lot or Garage,UNK,SHEPHERD ENTR,-
Theft,10H80,Restaurant or Cafeteria Parking Lot,2500-2599,RICE,BLVD
Robbery,10H80,"Road, Street, or Sidewalk",1100-1199,BERTHEA,ST
Theft,10H80,Miscellaneous Business (Non-Specific),6700-6799,MAIN,ST
Burglary,10H80,Restaurant or Cafeteria,2300-2399,HOLCOMBE,BLVD
Theft,10H80,Service or Gas Station,2500-2599,SOUTHWEST,FWY
Theft,10H80,"Road, Street, or Sidewalk",5400-5499,KENT,-
Theft,10H80,"Road, Street, or Sidewalk",5400-5499,MORNINGSIDE,DR
Theft,10H80,Clothing Store,2400-2499,UNIVERSITY,BLVD
Theft,10H80,Clothing Store,2500-2599,UNIVERSITY,BLVD
Theft,10H80,Hospital,6400-6499,MAIN,ST
Theft,10H80,Residence or House,2400-2499,WROXTON,RD
Theft,10H80,Other Parking Lot,4600-4699,MONTROSE,BLVD
Theft,10H80,Department or Discount Store,2600-2699,SOUTHWEST,FWY
Aggravated Assault,10H80,Department or Discount Store,2400-2499,UNIVERSITY,BLVD
Theft,10H80,Clothing Store,2400-2499,UNIVERSITY,BLVD
Theft,10H80,Restaurant or Cafeteria Parking Lot,2500-2599,SOUTHWEST,FWY
Theft,10H80,Garage or Carport,2200-2299,DRYDEN,RD
Theft,10H80,"Road, Street, or Sidewalk",2200-2299,BELLEFONTAINE,ST
Theft,10H80,Other Parking Lot,2400-2499,SUNSET,BLVD
Theft,10H80,Residence or House,1200-1299,BISSONNET,ST
Theft,10H80,Apartment Parking Lot,2500-2599,SHAKESPEARE,-
Theft,10H80,Commercial Parking Lot or Garage,4600-4699,MONTROSE,BLVD
Theft,10H80,Commercial Parking Lot or Garage,5100-5199,MORNINGSIDE,DR
Theft,10H80,Commercial Parking Lot or Garage,4400-4499,MORNINGSIDE,DR
Theft,10H80,Commercial Parking Lot or Garage,2500-2599,UNIVERSITY,BLVD
Theft,10H80,Residence or House,1500-1599,BANKS,ST
Auto Theft,10H80,Vehicle/Auto Sales/Lease/Auto Parts Store,6800-6899,GREENBRIAR,DR
Theft,10H80,Apartment Parking Lot,4100-4199,GREENBRIAR,DR
Theft,10H80,Commercial Building,2400-2499,UNIVERSITY,BLVD
Theft,10H80,,2200-2299,ALBANS,RD
Burglary,10H80,"Vacant Single Occ Resd(House,Townhs,Dplex)",2200-2299,MCCLENDON,-
Theft,10H80,Strip Business Center Parking Lot,4600-4699,MONTROSE,BLVD
Theft,10H80,Service or Gas Station,2500-2599,SOUTHWEST,FWY
Theft,10H80,Miscellaneous Business (Non-Specific),1200-1299,AUTREY,ST
Theft,10H80,"Gym, Recreat, Club House, Indoor Pool, Spa",2500-2599,DUNSTAN,RD
Burglary,10H80,"Multi-Plex Home (Duplex,Triplex Etc.)",1000-1099,BARKDULL,ST
Theft,10H80,Restaurant or Cafeteria,5200-5299,KELVIN,DR
Theft,10H80,Commercial Building,2400-2499,UNIVERSITY,BLVD
Theft,10H80,Other Parking Lot,2500-2599,BISSONNET,ST
Theft,10H80,Restaurant or Cafeteria Parking Lot,2500-2599,SOUTHWEST,FWY
Burglary,10H80,Office Building,4600-4699,MONTROSE,BLVD
Theft,10H80,Residence or House,1400-1499,NORTH,BLVD
Theft,10H80,Strip Business Center Parking Lot,2500-2599,BISSONNET,ST
Theft,10H80,"Road, Street, or Sidewalk",5400-5499,MORNINGSIDE,DR
Theft,10H80,Miscellaneous Business (Non-Specific),2400-2499,TIMES,BLVD
Theft,10H80,Bar or Night Club Parking Lot,5000-5099,KIRBY,DR
Theft,10H80,"Daycare, Child Care, or Kindergarten",2500-2599,SUNSET,BLVD
Theft,10H80,Bar or Night Club Parking Lot,5000-5099,KIRBY,DR
Theft,10H80,Restaurant or Cafeteria Parking Lot,2400-2499,RICE,BLVD
Theft,10H80,Other Parking Lot,2500-2599,VILLAGE PARKWAY,-
Theft,10H80,"Gym, Recreat, Club House, Indoor Pool, Spa",2500-2599,DUNSTAN,RD
Theft,10H80,"Gym, Recreat, Club House, Indoor Pool, Spa",2500-2599,DUNSTAN,RD
Robbery,11H10,Commercial Parking Lot or Garage,200-299,66TH,ST
Robbery,11H10,"Road, Street, or Sidewalk",1400-1499,DISMUKE,-
Burglary,11H10,Apartment,7100-7199,LAWNDALE,-
Theft,11H10,Residence or House,7100-7199,HARRISBURG,BLVD
Theft,11H10,"Other, Unknown, or Not Listed",5400-5499,POLK,-
Aggravated Assault,11H10,Convenience Store Parking Lot,100-199,WAYSIDE,DR
Theft,11H10,Grocery Store or Supermarket,2300-2399,WAYSIDE,DR
Theft,11H10,Bar or Night Club,7600-7699,NAVIGATION,-
Theft,11H10,Residence or House,7000-7099,AVENUE O,-
Theft,11H10,Restaurant or Cafeteria Parking Lot,1500-1599,WAYSIDE,DR
Burglary,11H10,Miscellaneous Business (Non-Specific),900-999,WAYSIDE,DR
Theft,11H10,Residence or House,7700-7799,SHERMAN,-
Theft,11H10,"Road, Street, or Sidewalk",7500-7599,TIPPS,-
Aggravated Assault,11H10,Residence or House,7700-7799,ERATH,ST
Burglary,11H10,Residence or House,100-199,PINEVIEW,DR
Aggravated Assault,11H10,"Multi-Plex Home (Duplex,Triplex Etc.)",6700-6799,SHERMAN,-
Theft,11H10,Other Parking Lot,5400-5499,LAWNDALE,-
Robbery,11H10,Apartment Laundry,6100-6199,GULF,FWY
Theft,11H10,Restaurant or Cafeteria Parking Lot,6100-6199,GULF,FWY
Burglary,11H10,Residence or House,6700-6799,AVENUE Q,-
Theft,11H10,Grocery Store or Supermarket,UNK,MAXWELL,LN
Auto Theft,11H10,"Hotel, Motel, Inn, Etc.",6100-6199,GULF,FWY
Robbery,11H10,Miscellaneous Business (Non-Specific),1200-1299,WAYSIDE,DR
Theft,11H10,Commercial Building,7100-7199,LAWNDALE,-
Auto Theft,11H10,,500-599,75TH,ST
Rape,11H10,"Hotel, Motel, Inn, Etc.",5400-5499,JEFFERSON,ST
Robbery,11H10,Apartment Parking Lot,6100-6199,GULF,FWY
Burglary,11H10,Bar or Night Club,6900-6999,HARRISBURG,BLVD
Auto Theft,11H10,"Road, Street, or Sidewalk",900-999,REDWOOD,ST
Auto Theft,11H10,Residence or House,6600-6699,AVENUE P,-
Theft,11H10,Grocery Store or Supermarket,2300-2399,WAYSIDE,DR
Auto Theft,11H10,Driveway,5600-5699,MCCORMICK,ST
Theft,11H10,Apartment Parking Lot,900-999,FAIR OAKS,RD
Theft,11H10,"Road, Street, or Sidewalk",100-199,ALTON,ST
Theft,11H10,"Road, Street, or Sidewalk",7300-7399,SHERMAN,-
Burglary,11H10,Vehicle/Auto Sales/Lease/Auto Parts Store,6500-6599,MIRAGLEN,-
Theft,11H10,Apartment Parking Lot,900-999,FAIR OAKS,RD
Theft,11H10,Apartment,6600-6699,MEADOWLAWN,-
Theft,11H10,Apartment Parking Lot,6100-6199,GULF,FWY
Aggravated Assault,11H10,Residence or House,7200-7299,AVENUE F,-
Theft,11H10,Restaurant or Cafeteria Parking Lot,5900-5999,GULF,FWY
Theft,11H10,Miscellaneous Business (Non-Specific),700-799,WAYSIDE,DR
Theft,11H10,Residence or House,1000-1099,CESAR CHAVEZ,BLVD
Burglary,11H10,Vehicle/Auto Sales/Lease/Auto Parts Store,6500-6599,MIRAGLEN,-
Theft,11H10,Grocery Store or Supermarket,2300-2399,WAYSIDE,DR
Theft,11H10,Grocery Store or Supermarket,2300-2399,WAYSIDE,DR
Auto Theft,11H10,Apartment Parking Lot,900-999,REDWOOD,ST
Theft,11H10,"Road, Street, or Sidewalk",6700-6799,CANAL,ST
Rape,11H10,Residence or House,7800-7899,AVENUE B,-
Theft,11H10,"Other, Unknown, or Not Listed",6900-6999,LAWNDALE,-
Theft,11H10,Apartment Parking Lot,900-999,REDWOOD,ST
Theft,11H10,Residence or House,7100-7199,AVENUE P,-
Burglary,11H10,Restaurant or Cafeteria Parking Lot,6700-6799,HARRISBURG,BLVD
Burglary,11H10,Restaurant or Cafeteria,6800-6899,HARRISBURG,BLVD
Auto Theft,11H10,"Multi-Plex Home (Duplex,Triplex Etc.)",900-999,77TH,ST
Theft,11H10,Vacant Grocery Store or Supermarket,2300-2399,WAYSIDE,DR
Auto Theft,11H10,Driveway,100-199,DRESDEN,-
Theft,11H10,Convenience Store,6800-6899,HARRISBURG,BLVD
Robbery,11H10,Apartment Parking Lot,800-899,FAIR OAKS,RD
Auto Theft,11H10,Apartment Parking Lot,300-399,74TH,ST
Theft,11H10,Grocery Store or Supermarket,2300-2399,WAYSIDE,DR
Theft,11H10,"Road, Street, or Sidewalk",5700-5799,DORBRANDT,ST
Robbery,11H10,Grocery Store or Supermarket,2300-2399,WAYSIDE,DR
Burglary,11H10,Restaurant or Cafeteria,700-799,WAYSIDE,DR
Burglary,11H10,Commercial Building,800-899,MALTBY,-
Robbery,11H10,Restaurant or Cafeteria,800-899,75TH,ST
Aggravated Assault,11H10,Apartment,900-999,FAIR OAKS,RD
Theft,11H10,Driveway,2000-2099,HATWELL,-
Theft,11H10,Apartment Parking Lot,900-999,VILLA DE MATEL,RD
Burglary,11H10,Bar or Night Club,6800-6899,GRIGGS,RD
Theft,11H10,"Road, Street, or Sidewalk",7700-7799,AVENUE F,-
Burglary,11H10,Residence or House,7200-7299,AVENUE L,-
Theft,11H10,"Road, Street, or Sidewalk",1400-1499,HACKNEY,-
Theft,11H10,"Road, Street, or Sidewalk",5500-5599,MCCORMICK,ST
