Offense Type,Beat,Premise,BlockRange,StreetName,Type
Theft,12D50,Commercial Parking Lot or Garage,1000-1099,CLEAR LAKE CITY BLVD,BLVD
Theft,12D50,Residence or House,13900-13999,WINTER HARVEST CT,-
Theft,12D50,Residence or House,15800-15899,PARK CENTER WAY,-
Theft,12D50,"Road, Street, or Sidewalk",800-899,ISLAND MEADOW CT,-
Theft,12D50,Driveway,3800-3899,SAND MYRTLE DR,-
Theft,12D50,Driveway,4300-4399,ORANGE JASMINE CT,-
Theft,12D50,Restaurant or Cafeteria Parking Lot,2700-2799,BAY AREA BLVD,BLVD
Theft,12D50,"Road, Street, or Sidewalk",4100-4199,OAK BLOSSOM CT,-
Burglary,12D50,Residence or House,11500-11599,CHIMNEY ROCK,RD
Theft,12D50,Grocery Store or Supermarket,3500-3599,CLEAR LAKE CITY BLVD,BLVD
Theft,12D50,Restaurant or Cafeteria Parking Lot,15900-15999,EL DORADO OAKS,-
Burglary,12D50,Residence or House,14700-14799,COBRE VALLEY DR,-
Robbery,12D50,Restaurant or Cafeteria Parking Lot,13300-13399,GOLDEN FIELD,DR
Theft,12D60,Apartment,16100-16199,SPACE CENTER BLVD,BLVD
Theft,12D60,"Road, Street, or Sidewalk",15800-15899,SEAHORSE DR,-
Theft,12D60,Convenience Store,2100-2199,BAY AREA,BLVD
AutoTheft,12D60,Apartment Parking Lot,16300-16399,EL CAMINO REAL,-
Theft,12D60,Strip Business Center Parking Lot,100-199,LAKE POINT,DR
Burglary,12D60,Residence or House,15500-15599,PLEASANT VALLEY RD,RD
Theft,12D60,Residence or House,1400-1499,RAMADA DR,-
AutoTheft,12D60,Apartment,4200-4299,SAM HOUSTON,PKWY
Theft,12D60,Grocery Store or Supermarket Parking Lot,16400-16499,EL CAMINO REAL,-
Robbery,12D60,"Electronics Store, Electrical Supplies",16800-16899,EL CAMINO REAL,-
Theft,12D60,Commercial Building,1300-1399,BAY AREA,BLVD
Theft,12D60,Barber And Beauty Shops,16700-16799,EL CAMINO REAL,-
Robbery,12D60,Convenience Store,1500-1599,BAY AREA,BLVD
Burglary,12D60,Apartment,2300-2399,PO BOX 979055,-
Theft,12D60,Apartment Parking Lot,16100-16199,SPACE CENTER BLVD,BLVD
Rape,12D60,Apartment,700-799,RUELL,-
Theft,12D60,"Other, Unknown, or Not Listed",3000-3099,NASA PKWY,-
Theft,12D60,Apartment Parking Lot,16400-16499,EL CAMINO REAL,-
Theft,12D60,Liquor Store,1000-1099,BAY AREA,BLVD
Theft,12D60,"Road, Street, or Sidewalk",1100-1199,FESTIVAL DR,-
Theft,12D60,Residence or House,800-899,SEACLIFF DR,-
Burglary,12D60,Apartment,1300-1399,GEMINI AVE,-
Robbery,12D60,Grocery Store or Supermarket Parking Lot,2100-2199,EMERALD COVE,DR
Robbery,12D60,"Road, Street, or Sidewalk",15000-15099,SPACE CENTER BLVD,BLVD
Theft,12D60,"Church, Synagogue, or Temple Parking Lot",1400-1499,BAY AREA BLVD,BLVD
Theft,12D60,Apartment Parking Lot,16200-16299,BUCCANEER LN,-
Theft,12D60,Apartment Parking Lot,16200-16299,BUCCANEER LN,-
Theft,12D60,Residence or House,1300-1399,BAY AREA BLVD,BLVD
Aggravated Assault,12D60,Apartment Parking Lot,15900-15999,SPACE CENTER BLVD,BLVD
Burglary,12D60,Apartment,2000-2099,GEMINI AVE,-
Theft,12D60,Service or Gas Station,1400-1499,NASA PKWY,-
Burglary,12D60,Restaurant or Cafeteria,900-999,EL DORADO,BLVD
Aggravated Assault,12D60,Apartment,16200-16299,EL CAMINO REAL,-
Burglary,12D60,Apartment,16100-16199,SPACE CENTER,BLVD
Theft,12D70,Restaurant or Cafeteria,15900-15999,GALVESTON RD,RD
Theft,12D70,Apartment Parking Lot,15900-15999,GALVESTON RD,RD
Theft,12D70,"Other, Unknown, or Not Listed",500-599,BAYBROOK MALL,-
AutoTheft,12D70,Apartment Parking Lot,200-299,EL DORADO BLVD,BLVD
Theft,12D70,Apartment Parking Lot,19100-19199,GLENWEST DR,-
Burglary,12D70,Apartment,15200-15299,GALVESTON RD,RD
Theft,12D70,Apartment Parking Lot,19100-19199,GLENWEST DR,-
Theft,12D70,Department or Discount Store,18100-18199,GULF,FWY
Theft,12D70,Restaurant or Cafeteria Parking Lot,1400-1499,W BAY AREA BLVD,BLVD
Theft,12D70,Apartment Parking Lot,200-299,EL DORADO BLVD,BLVD
AutoTheft,12D70,Apartment Parking Lot,200-299,EL DORADO BLVD,BLVD
Theft,12D70,Mall Parking Lot,500-599,BAYBROOK MALL,-
Theft,12D70,Department or Discount Store,500-599,EL DORADO,BLVD
Theft,12D70,Department or Discount Store,200-299,BAYBROOK MALL,-
Burglary,12D70,Condominium,15800-15899,SPRING FOREST,ST
Theft,12D70,Service or Gas Station,13900-13999,GALVESTON,RD
Theft,12D70,Liquor Store,18700-18799,GULF,FWY
AutoTheft,12D70,Vehicle/Auto Sales/Lease/Auto Parts Store,1400-1499,CASTLEWOOD AVENUE,-
Burglary,12D70,Apartment,600-699,PINELOCH DR,-
Burglary,12D70,Apartment,15800-15899,GALVESTON RD,RD
AutoTheft,12D70,Vehicle/Auto Sales/Lease/Auto Parts Store,16200-16299,GALVESTON,RD
Robbery,12D70,Bank,100-199,EL DORADO,BLVD
Theft,12D70,Specialty Store (Non-Specific),700-799,BAYBROOK MALL,-
Theft,12D70,Department or Discount Store,500-599,BAYBROOK MALL,-
Theft,12D70,Mall Common Area,500-599,BAYBROOK MALL,-
Aggravated Assault,12D70,Apartment,500-599,EL DORADO BLVD,BLVD
Murder,12D70,Apartment,1600-1699,BAY AREA,BLVD
Theft,12D70,Grocery Store or Supermarket,100-199,EL DORADO,BLVD
Theft,12D70,Strip Business Center Parking Lot,7400-7499,JORDAN,RD
Theft,12D70,Miscellaneous Business (Non-Specific),1300-1399,BAY AREA,BLVD
Theft,12D70,Not Listed,1800-1899,BAY AREA,BLVD
Theft,12D70,"Other, Unknown, or Not Listed",1800-1899,BAY AREA,BLVD
Burglary,12D70,Apartment,15800-15899,P.O.BOX 5300,-
Aggravated Assault,12D70,"Road, Street, or Sidewalk",3300-3399,HARD ROCK,RD
Theft,12D70,Grocery Store or Supermarket,100-199,EL DORADO,BLVD
Theft,12D70,Department or Discount Store,18100-18199,GULF,FWY
Theft,12D70,Mall Parking Lot,500-599,BYBROOK MALL DR,-
Theft,12D70,Department or Discount Store,1800-1899,BAY AREA,BLVD
Theft,12D70,Department or Discount Store,100-199,EL DORADO,BLVD
Theft,12D70,"Other, Unknown, or Not Listed",500-599,EL DORADO BLVD,BLVD
AutoTheft,12D70,Mall Parking Lot,500-599,BAYBROOK MALL,-
Theft,12D70,Apartment Parking Lot,200-299,W EL DORADO BLVD,BLVD
Theft,12D70,Department or Discount Store,19300-19399,GULF,FWY
Robbery,12D70,Jewelry Stores,1000-1099,BAYBROOK MALL,-
Aggravated Assault,12D70,Apartment,200-299,EL DORADO BLVD,BLVD
Theft,12D70,Apartment Parking Lot,15800-15899,GALVESTON RD,RD
Aggravated Assault,12D70,Commercial Parking Lot or Garage,500-599,BAYBROOK MALL,-
AutoTheft,12D70,Restaurant or Cafeteria Parking Lot,1300-1399,BAYBROOK MALL DR,-
Theft,12D70,Miscellaneous Business (Non-Specific),18600-18699,GULF,FWY
Burglary,12D70,Apartment,15800-15899,GALVESTON RD,RD
Burglary,12D70,Apartment,600-699,PINELOCH DR,-
Theft,12D70,Commercial Parking Lot or Garage,500-599,EL DORADO BLVD,BLVD
Burglary,12D70,Apartment Rental Office,15800-15899,GALVESTON RD,RD
Theft,12D70,Apartment Parking Lot,200-299,EL DORADO BLVD,BLVD
Theft,12D70,Apartment Parking Lot,500-599,BARRINGER LN,-
Theft,12D70,Mall Common Area,18800-18899,GULF FWY IB,-
Theft,12D70,Department or Discount Store,1000-1099,BAYBROOK MALL,-
Theft,12D70,Grocery Store or Supermarket,100-199,EL DORADO,BLVD
Robbery,12D70,Mall Parking Lot,1500-1599,ALTA VISTA,-
Theft,12D70,Department or Discount Store,4900-4999,HANNAS REEF,RD
Theft,12D70,Specialty Store (Non-Specific),1300-1399,W BAY AREA BLVD,BLVD
Burglary,12D70,Service or Gas Station,1800-1899,BAY AREA,BLVD
Burglary,12D70,Department or Discount Store,18600-18699,GULF,FWY
Theft,12D70,Department or Discount Store,3200-3299,LITTLE YORK,RD
Burglary,12D70,Apartment,6300-6399,WESTOVER,ST
Theft,12D70,Grocery Store or Supermarket,100-199,W EL DORADO BLVD,BLVD
Theft,12D70,Restaurant or Cafeteria,18100-18199,GULF,FWY
Robbery,12D70,Restaurant or Cafeteria Parking Lot,19200-19299,GULF,FWY
Theft,12D70,Grocery Store or Supermarket Parking Lot,100-199,W EL DORADO BLVD,BLVD
Theft,12D70,"Theatres, Dinner Theaters, Auditoriums",700-799,BAYBROOK MALL,-
Theft,12D70,Department or Discount Store,1100-1199,BAYBROOK MALL,-
Theft,12D70,Department or Discount Store,500-599,BAYBROOK MALL,-
Theft,12D70,Mall Common Area,100-199,BAYBROOK MALL,-
Theft,12D70,Mall Parking Lot,10400-10499,CLAYBROOK,DR
Theft,12D70,Liquor Store,15300-15399,MCCONN,ST
Theft,12D70,Department or Discount Store,3200-3299,LONE TRAIL,DR
Burglary,12D70,Garage or Carport,200-299,EL DORADO BLVD 601,-
Theft,12D70,Department or Discount Store,19200-19299,GULF FWY IB,-
Theft,12D70,Clothing Store,200-299,BAYBROOK MALL,-
Theft,12D70,Miscellaneous Business (Non-Specific),18100-18199,GULF,FWY
Theft,12D70,Miscellaneous Business (Non-Specific),18100-18199,GULF,FWY
Burglary,12D70,Apartment,15800-15899,GALVESTON RD,RD
AutoTheft,12D70,"Road, Street, or Sidewalk",600-699,PINELOCH DR,-
Theft,12D70,Apartment Parking Lot,600-699,PINELOCH DR,-
Theft,12D70,Apartment Parking Lot,19100-19199,GLENWEST DR.,-
Theft,12D70,Mall Common Area,500-599,BAYBROOK MALL,-
Burglary,12D70,Apartment,18800-18899,TOWN RIDGE,LN
AutoTheft,12D70,Apartment Parking Lot,15800-15899,GALVESTON RD,RD
Robbery,12D70,Condominium,15500-15599,ZABOLIO LN,-
AutoTheft,12D70,Apartment Parking Lot,15900-15999,GALVESTON RD,RD
Theft,12D70,Department or Discount Store,18100-18199,GULF,FWY
Theft,12D70,Jewelry Stores,1000-1099,BAYBROOK MALL,-
Theft,12D70,Mall Common Area,500-599,BAYBROOK MALL,-
Theft,12D70,Department or Discount Store,1300-1399,BAYBROOK MALL,-
Aggravated Assault,12D70,"Road, Street, or Sidewalk",1600-1699,W BAY AREA BLVD,BLVD
Robbery,13D10,Strip Business Center Parking Lot,1300-1399,WITTE 326,-
Aggravated Assault,13D10,Residence or House,3700-3799,ETON,-
Burglary,13D10,Vehicle/Auto Sales/Lease/Auto Parts Store,11900-11999,ALGONQUIN DR UNIT,-
Burglary,13D10,Warehouse,4400-4499,TELEPHONE,RD
Theft,13D10,Driveway,7100-7199,CULMORE DR,-
Burglary,13D10,Apartment,4300-4399,TELEPHONE RD,RD
Theft,13D10,Bank or Savings Institution Parking Lot,5800-5899,GULF FWY OB,-
Theft,13D10,Other Parking Lot,100-199,WINKLER DR,-
Burglary,13D10,Residence or House,3600-3699,SONGWOOD,-
Theft,13D10,Residence or House,6200-6299,GRIGGS 20,-
Theft,13D10,Apartment Parking Lot,2700-2799,BEATTY ST APT 102,-
AutoTheft,13D10,"Road, Street, or Sidewalk",3300-3399,ASKEW ST,ST
Robbery,13D10,Apartment Parking Lot,7100-7199,VILLAGE WAY,-
Robbery,13D10,Driveway,7300-7399,BRIEFWAY ST,ST
Burglary,13D10,"Other, Unknown, or Not Listed",3300-3399,TELEPHONE,RD
Theft,13D10,Construction Site,5400-5499,OLD SPANISH,TRL
Theft,13D10,"Field, Woods, Forest, Park",6700-6799,P.O. BOX 87632,-
AutoTheft,13D10,Apartment Rental Office,100-199,WINKLER DR,-
Theft,13D10,"Hotel, Motel, Inn, Etc.",4500-4599,TELEPHONE RD,RD
Theft,13D10,Miscellaneous Business (Non-Specific),100-199,SANDPIPER LANE,-
Burglary,13D10,Convenience Store,6200-6299,GRIGGS,RD
Theft,13D10,Residence or House,7300-7399,ARNIM,ST
Robbery,13D10,Convenience Store,7500-7599,PARK PLACE,BLVD
Burglary,13D10,Residence or House,2900-2999,BLACK,ST
Theft,13D10,Service or Gas Station,2400-2499,WAYSIDE,DR
Theft,13D10,Commercial Parking Lot or Garage,3100-3199,WOODRIDGE DR,-
Burglary,13D10,Commercial Or Training School,6600-6699,GULF,FWY
Robbery,13D10,Apartment Parking Lot,2100-2199,BATTLEGROUND,RD
Theft,13D10,Clothing Store,5300-5399,TELEPHONE,RD
Theft,13D10,Service or Gas Station,2400-2499,WAYSIDE DR,-
Theft,13D10,Convenience Store,2400-2499,WAYSIDE,DR
Theft,13D10,Convenience Store,2400-2499,WAYSIDE,DR
Burglary,13D10,Residence or House,3400-3499,PINECHESTER,-
AutoTheft,13D10,"Road, Street, or Sidewalk",900-999,FAIR OAKS,RD
Burglary,13D10,Warehouse,2100-2199,GULF CENTRAL DR,-
Theft,13D10,Convenience Store,2400-2499,WAYSIDE,DR
Theft,13D10,Vehicle/Auto Sales/Lease/Auto Parts Store,5200-5299,TELEPHONE,RD
Theft,13D10,Grocery Store or Supermarket Parking Lot,7000-7099,LONG DR,-
Theft,13D10,Convenience Store,6100-6199,LONG,DR
Rape,13D10,Nursing Home,7500-7599,KINGSLEY,ST
Theft,13D10,Convenience Store,7000-7099,LOOP,-
Theft,13D10,Apartment Parking Lot,100-199,WINKLER DR,-
AutoTheft,13D10,Other Parking Lot,5100-5199,JEFFERSON,ST
Robbery,13D10,Service or Gas Station,4700-4799,NEWPARK,DR
Theft,13D10,Convenience Store,6100-6199,LOOP,-
Burglary,13D10,Auto Repair,7600-7699,GULF,FWY
Theft,13D10,Restaurant or Cafeteria Parking Lot,4600-4699,TELEPHONE RD,RD
Theft,13D10,Miscellaneous Business (Non-Specific),2500-2599,WAYSIDE DR,-
AutoTheft,13D10,Service or Gas Station,5600-5699,GULF FWY OB,-
Theft,13D10,Restaurant or Cafeteria Parking Lot,6000-6099,GULF FWY OB,-
Aggravated Assault,13D10,Service or Gas Station,2500-2599,LIDSTONE,ST
Robbery,13D10,"Road, Street, or Sidewalk",7700-7799,GREENSTONE ST,ST
Aggravated Assault,13D10,Apartment,2900-2999,PLUM CREEK LN,-
Aggravated Assault,13D10,Apartment Parking Lot,100-199,WINKLER DR,-
Burglary,13D10,Apartment,6700-6799,SOUTH LOOP E.,-
Theft,13D10,Service or Gas Station,6100-6199,LONG,DR
Burglary,13D10,Residence or House,9700-9799,BEECHNUT,ST
Theft,13D10,Miscellaneous Business (Non-Specific),500-599,GULFGATE CENTER MALL,-
Theft,13D10,Restaurant or Cafeteria Parking Lot,6800-6899,GULF FWY OB,-
Theft,13D10,Restaurant or Cafeteria Parking Lot,7000-7099,GULF FWY OB,-
Theft,13D10,Convenience Store,6100-6199,LOOP,-
Robbery,13D10,"Road, Street, or Sidewalk",7000-7099,LOOP,-
Theft,13D10,Driveway,7200-7299,MOLINE ST,ST
Theft,13D10,Convenience Store,6100-6199,LOOP,-
Robbery,13D10,Service or Gas Station,6100-6199,GULF,FWY
Theft,13D10,Service or Gas Station,10800-10899,SAGEVALE,LN
Theft,13D10,Restaurant or Cafeteria Parking Lot,7000-7099,GULF FWY OB,-
Burglary,13D10,Convenience Store,3400-3499,REVEILLE,ST
AutoTheft,13D10,"Road, Street, or Sidewalk",7200-7299,EDNA ST,ST
Burglary,13D10,Garage or Carport,7200-7299,EDNA ST,ST
Robbery,13D10,Adult Theater/Arcade,6300-6399,GULF FWY OB,-
Theft,13D10,Apartment Parking Lot,7100-7199,VILLAGE WAY,-
Theft,13D10,Driveway,7100-7199,EDNA ST,ST
Aggravated Assault,13D10,"Road, Street, or Sidewalk",2300-2399,DELAFIELD ST,ST
Theft,13D10,Other Parking Lot,6800-6899,GULF FWY OB,-
Theft,13D10,Strip Business Center Parking Lot,8000-8099,PARK PLACE BLVD,BLVD
Theft,13D10,Apartment Parking Lot,7100-7199,VILLAGE WAY,-
Theft,13D10,Apartment Parking Lot,3000-3099,GOLFCREST,ST
Aggravated Assault,13D10,Apartment,12200-12299,BLANCO RD APT,-
Robbery,13D10,Apartment Rental Office,100-199,WINKLER DR,-
Burglary,13D10,Apartment,6700-6799,LONG DR,-
Theft,13D10,"Road, Street, or Sidewalk",100-199,WINKLER DR,-
Theft,13D10,Service or Gas Station,6100-6199,LONG,DR
Theft,13D10,Convenience Store,6100-6199,LONG,DR
Theft,13D10,Service or Gas Station,2400-2499,WAYSIDE,DR
Theft,13D10,"Church, Synagogue, or Temple Parking Lot",11800-11899,SHADY MEADOW,-
Theft,13D10,Restaurant or Cafeteria Parking Lot,4800-4899,ALLENDALE RD APT 1411,-
Theft,13D10,Restaurant or Cafeteria Parking Lot,6800-6899,GULF FWY OB,-
Theft,13D10,Service or Gas Station,6100-6199,LOOP,-
Aggravated Assault,13D10,"Road, Street, or Sidewalk",4100-4199,TELEPHONE RD,RD
Aggravated Assault,13D10,Miscellaneous Business (Non-Specific),11500-11599,GULLWOOD,-
Aggravated Assault,13D10,"Road, Street, or Sidewalk",7100-7199,MOLINE ST,ST
Theft,13D10,Restaurant or Cafeteria Parking Lot,5900-5999,GULF FWY OB,-
Burglary,13D10,"Physician, Doctor, Dentist's Office",2600-2699,TELEPHONE,RD
AutoTheft,13D10,Garage or Carport,7600-7699,BRADFORD,RD
Burglary,13D10,Convenience Store,3400-3499,BROAD,ST
Robbery,13D10,Residence or House,6300-6399,CAVALIER,-
Theft,13D10,"Road, Street, or Sidewalk",2800-2899,BROADWAY 91,-
Theft,13D10,Service or Gas Station,6100-6199,LOOP,-
Burglary,13D10,Service or Gas Station,3800-3899,REVEILLE,ST
Burglary,13D10,Department or Discount Store,8000-8099,PARK PLACE,BLVD
Theft,13D10,Convenience Store,6100-6199,S LOOP E,-
Theft,13D10,Residence or House,3800-3899,MINGLEWOOD,BLVD
Aggravated Assault,13D10,"Road, Street, or Sidewalk",6000-6099,P O BX 31032,-
Burglary,13D10,Restaurant or Cafeteria Parking Lot,3300-3399,TELEPHONE,RD
AutoTheft,13D10,Apartment Parking Lot,6900-6999,S LOOP E,-
Burglary,13D10,Commercial Building,5100-5199,BERRY CREEK,DR
AutoTheft,13D10,Liquor Store Parking Lot,3300-3399,TELEPHONE RD,RD
Theft,13D10,Commercial Parking Lot or Garage,4900-4999,ANDREA,ST
Aggravated Assault,13D10,Residence or House,2100-2199,KINGSTON STREET,-
Theft,13D10,"Road, Street, or Sidewalk",4100-4199,ERBY,ST
Aggravated Assault,13D10,"Road, Street, or Sidewalk",7500-7599,JOPLIN ST,ST
Robbery,13D10,Apartment,4900-4999,EVERGREEN DR,-
AutoTheft,13D10,"Road, Street, or Sidewalk",7500-7599,GREENDOWNS ST,ST
Robbery,13D10,"Road, Street, or Sidewalk",5500-5599,CHAFFIN ST,ST
Burglary,13D10,Apartment,2800-2899,CARROLTON ST,ST
Theft,13D10,Residence or House,4100-4199,DELANO ST APT 4,-
Theft,13D10,Convenience Store,6100-6199,LOOP,-
AutoTheft,13D10,Driveway,6200-6299,GLENCOE,ST
Theft,13D10,Strip Business Center Parking Lot,5700-5799,CLEMENTSHIRE ST,ST
Burglary,13D10,"Vacant Other Residential (Apartment,Dorms)",3800-3899,TELEPHONE,RD
AutoTheft,13D10,"Road, Street, or Sidewalk",100-199,WINKLER DR,-
Theft,13D10,Strip Business Center Parking Lot,6800-6899,GULF FWY OB,-
Burglary,13D10,Residence or House,3700-3799,ERBY ST,ST
Theft,13D10,Apartment,4300-4399,TELEPHONE RD,RD
Murder,13D20,Other Parking Lot,4000-4099,BROADWAY ST,ST
Theft,13D20,Convenience Store,8200-8299,BROADWAY,ST
Theft,13D20,Residence or House,8600-8699,DOVER ST,ST
Theft,13D20,Apartment,8700-8799,BROADWAY ST,ST
Burglary,13D20,"Factory, Manufacturing, or Industrial",7500-7599,DILLON,ST
Aggravated Assault,13D20,Other Parking Lot,10800-10899,VALLEY HILL,DR
Aggravated Assault,13D20,Residence or House,8400-8499,GLEN CREST,ST
Theft,13D20,Other Parking Lot,7500-7599,STANWICK DR,-
Robbery,13D20,Grocery Store or Supermarket,8200-8299,BROADWAY ST,ST
Theft,13D20,"Parks and Recreation, Zoo, Swimming Pool",7800-7899,SHARONDALE,-
Theft,13D20,Miscellaneous Business (Non-Specific),8500-8599,GLEN VALLEY,DR
Burglary,13D20,Apartment,8700-8799,BROADWAY ST,ST
Theft,13D20,"Hotel, Motel, Inn, Etc.",9000-9099,AIRPORT BLVD,BLVD
Theft,13D20,"Hotel, Motel, Inn, Etc.",8800-8899,AIRPORT BLVD,BLVD
Theft,13D20,"Other, Unknown, or Not Listed",6300-6399,TELEPHONE RD,RD
Aggravated Assault,13D20,"Road, Street, or Sidewalk",8900-8999,GLENCREST ST,ST
Theft,13D20,"Road, Street, or Sidewalk",8300-8399,DOVER ST,ST
Theft,13D20,Apartment,3800-3899,NELVA PARK,DR
Theft,13D20,"Other, Unknown, or Not Listed",7900-7999,MORLEY ST APT 4156,-
Theft,13D20,Driveway,8000-8099,GLEN VALLEY DR,-
Theft,13D20,"Road, Street, or Sidewalk",7300-7399,BRACE ST,ST
Burglary,13D20,Miscellaneous Business (Non-Specific),7700-7799,BELLFORT,ST
Aggravated Assault,13D20,Apartment,8500-8599,BROADWAY ST,ST
Aggravated Assault,13D20,Apartment Parking Lot,8400-8499,BROADWAY APT,-
Burglary,13D20,Apartment,8800-8899,GLENCREST ST,ST
Theft,13D20,Commercial Parking Lot or Garage,7600-7699,AIRPORT,BLVD
Burglary,13D20,Miscellaneous Business (Non-Specific),7700-7799,BELLFORT,ST
Aggravated Assault,13D20,Apartment,8500-8599,BROADWAY ST,ST
Robbery,13D20,Restaurant or Cafeteria,7000-7099,MONROE,RD
AutoTheft,13D20,Apartment Parking Lot,8200-8299,BROADWAY ST,ST
Theft,13D20,Residence or House,8300-8399,BROADWAY ST,ST
AutoTheft,13D20,Apartment Parking Lot,8900-8999,GLENCREST ST,ST
Burglary,13D20,Auto Repair,6900-6999,TELEPHONE RD,RD
Burglary,13D20,Miscellaneous Business (Non-Specific),8200-8299,BROADWAY,ST
Aggravated Assault,13D20,Apartment,8400-8499,BROADWAY ST,ST
Burglary,13D20,Warehouse,6000-6099,PLAINVIEW,ST
AutoTheft,13D20,Restaurant or Cafeteria Parking Lot,9200-9299,GULF FWY OB,-
AutoTheft,13D20,Hotel or Motel Parking Lot,9900-9999,SHELL ROCK,RD
Aggravated Assault,13D20,"Road, Street, or Sidewalk",1200-1299,BAKER,ST
Aggravated Assault,13D20,Apartment,7600-7699,GLENVIEW DR,-
Aggravated Assault,13D20,Residence or House,7000-7099,KINGSWAY,DR
Robbery,13D20,"Field, Woods, Forest, Park",8400-8499,GLEN LOCH,-
Theft,13D20,Other Parking Lot,7600-7699,PARK PLACE BLVD,BLVD
Burglary,13D20,Rental Storage Facility,8400-8499,GULF FWY OB,-
Theft,13D20,Residence or House,6300-6399,LUCE,ST
Theft,13D20,Hotel or Motel Parking Lot,7900-7999,MOSLEY RD,RD
Theft,13D20,Restaurant or Cafeteria,9200-9299,GULF FWY OB,-
Aggravated Assault,13D20,Residence or House,6200-6299,CHAFFIN ST,ST
Burglary,13D20,Rental Storage Facility,8400-8499,GULF FWY OB,-
Burglary,13D20,Maintenance or Building Services,6700-6799,TELEPHONE,RD
Burglary,13D20,Rental Storage Facility,7900-7999,BELLFORT,ST
Theft,13D20,Clothing Store,6300-6399,TELEPHONE,RD
AutoTheft,13D20,Apartment Parking Lot,8800-8899,GLENCREST ST,ST
Theft,13D20,Driveway,7800-7899,ALANWOOD ST,ST
Theft,13D20,Specialty Store (Non-Specific),7900-7999,BELLFORT,ST
Theft,13D20,Apartment Parking Lot,7500-7599,DROUET ST,ST
Aggravated Assault,13D20,"Road, Street, or Sidewalk",6800-6899,KINGSWAY DR,-
Theft,13D20,Apartment Parking Lot,8600-8699,BROADWAY ST,ST
Theft,13D20,Other Parking Lot,7900-7999,BELLFORT ST,ST
Burglary,13D20,Apartment,8400-8499,BROADWAY ST,ST
Theft,13D20,Other Parking Lot,4000-4099,BROADWAY ST,ST
Theft,13D20,Other Parking Lot,6200-6299,TELEPHONE RD,RD
Theft,13D20,Apartment Parking Lot,8100-8199,STONE,-
Theft,13D20,Department or Discount Store,8200-8299,BROADWAY,ST
Burglary,13D20,Clothing Store,8200-8299,BROADWAY,ST
Robbery,13D20,Service or Gas Station,6300-6399,TELEPHONE RD,RD
Burglary,13D20,Residence or House,6400-6499,BELLFORT ST,ST
Robbery,13D20,Convenience Store Parking Lot,7900-7999,BELLFORT ST,ST
Theft,13D20,Auto Repair,6600-6699,TELEPHONE,RD
Robbery,13D20,Car Wash,100-199,LINWOOD,-
Robbery,13D20,Apartment Parking Lot,6700-6799,TELEPHONE,RD
Robbery,13D20,Apartment Parking Lot,8900-8999,GLENCREST ST,ST
Theft,13D20,Convenience Store,8500-8599,GULF,FWY
AutoTheft,13D20,Grocery Store or Supermarket Parking Lot,6300-6399,TELEPHONE RD,RD
Burglary,13D20,Rental Storage Facility,8400-8499,GULF FWY OB,-
Burglary,13D20,Residence or House,4100-4199,GLENBROOK CT,-
Robbery,13D20,Restaurant or Cafeteria,100-199,VOLNEY,-
Burglary,13D20,Convenience Store,6900-6999,BELLFORT,ST
Theft,13D20,"Hotel, Motel, Inn, Etc.",8900-8999,GULF FWY OB,-
AutoTheft,13D20,Hotel or Motel Parking Lot,1200-1299,ABERDEEN,RD
Robbery,13D20,"Parks and Recreation, Zoo, Swimming Pool",7700-7799,OAK VISTA ST,ST
Theft,13D20,Miscellaneous Business (Non-Specific),6600-6699,TELEPHONE,RD
Theft,13D20,Apartment,8500-8599,BROADWAY ST,ST
Theft,13D20,"Church, Synagogue, or Temple Parking Lot",6800-6899,TELEPHONE RD,RD
Burglary,13D20,Apartment,8400-8499,BROADWAY ST,ST
Robbery,13D20,"Road, Street, or Sidewalk",8700-8799,GLEN VALLEY DR,-
