Offense Type,Beat,Premise,BlockRange,StreetName,Type
Aggravated Assault,5F30,Residence or House,4400-4499,HOLLOW HOOK RD,RD
Theft,5F30,"Electronics Store, Electrical Supplies",13200-13299,NORTHWEST,ST
Theft,5F30,Convenience Store,8100-8199,TIDWELL,RD
Burglary,5F30,Residence or House,9900-9999,TANGIERS,-
Theft,5F30,Commercial Parking Lot or Garage,7600-7699,W TIDWELL RD,RD
Theft,5F30,Miscellaneous Business (Non-Specific),700-799,WEST SAM HOUSTON PARKWAY NORTH,-
Burglary,5F30,Convenience Store,7600-7699,LITTLE YORK,RD
AutoTheft,5F30,Hotel or Motel Parking Lot,12800-12899,NORTHWEST FWY IB,-
Theft,5F30,Other Parking Lot,10500-10599,OKANELLA,-
Theft,5F30,"Hotel, Motel, Inn, Etc.",14000-14099,NORTHWEST,ST
AutoTheft,5F30,Miscellaneous Business (Non-Specific),9000-9099,JAMEEL,-
Theft,5F30,Apartment Parking Lot,7500-7599,PINEMONT DR,-
Theft,5F30,Commercial Parking Lot or Garage,22800-22899,TUWA,RD
AutoTheft,5F30,Other Parking Lot,5500-5599,PARKCENTER CIRCLE,-
Robbery,5F30,Apartment Parking Lot,8000-8099,GROW LN,-
Robbery,5F30,"Road, Street, or Sidewalk",7800-7899,GROW LN,-
Burglary,5F30,Office Building,10100-10199,COMANCHE,LN
Burglary,5F30,Construction Site,12400-12499,HEMPSTEAD,RD
Theft,5F30,Apartment Parking Lot,8000-8099,GROW LN,-
Robbery,5F30,"Road, Street, or Sidewalk",14200-14299,NORTHWEST FWY OB,-
Burglary,5F30,Office Building,6300-6399,ROTHWAY,-
Rape,5F30,"Hotel, Motel, Inn, Etc.",12800-12899,NORTHWEST,ST
Aggravated Assault,5F30,Apartment,5900-5999,FLINTLOCK RD,RD
Burglary,5F30,Office Building,8800-8899,JAMEEL,-
Theft,5F30,Other Parking Lot,7800-7899,PINEMONT,DR
Theft,5F30,Commercial Parking Lot or Garage,10200-10299,W LITTLE YORK RD,RD
Burglary,5F30,Commercial Building,7200-7299,43RD,RD
Robbery,5F30,Apartment Parking Lot,7800-7899,GROW LN,-
Burglary,5F30,Grocery Store or Supermarket,13200-13299,NORTHWEST,ST
Theft,5F30,Department or Discount Store,13700-13799,NORTHWEST,ST
Theft,5F30,Department or Discount Store,13800-13899,NORTHWEST,ST
Aggravated Assault,5F30,Commercial Parking Lot or Garage,13700-13799,NORTHWEST FREEWAY,-
Theft,5F30,Apartment Parking Lot,7000-7099,HOLLISTER ST,ST
Theft,5F30,Apartment Parking Lot,7500-7599,WILSHIRE PLACE DR,-
Theft,5F30,Apartment Parking Lot,8000-8099,W TIDWELL RD,RD
Theft,5F30,Miscellaneous Business (Non-Specific),8100-8199,W LITTLE YORK RD,RD
Theft,5F30,Clothing Store,13700-13799,NORTHWEST,ST
Burglary,5F30,Apartment Rental Office,7200-7299,PINEMONT,DR
Theft,5F30,Other Parking Lot,6200-6299,GUHN RD,RD
Robbery,5F30,Apartment Parking Lot,7300-7399,WOODSMAN TRAIL,-
Burglary,5F30,Apartment,1500-1599,DONOVAN ST APT 2,-
Burglary,5F30,Rental Storage Facility,13300-13399,HEMPSTEAD,RD
Theft,5F30,Grocery Store or Supermarket,13400-13499,NORTHWEST FWY OB,-
Robbery,5F30,Department or Discount Store,13700-13799,NORTHWEST,ST
Theft,5F30,Other Parking Lot,12700-12799,HEMPSTEAD RD,RD
Burglary,5F30,Apartment,7500-7599,PINEMONT DR,-
Robbery,5F30,Apartment Parking Lot,7800-7899,GROW LN,-
Robbery,5F30,Apartment Parking Lot,7900-7999,GROW LN,-
Burglary,5F30,Apartment,8000-8099,GROW LN,-
Theft,5F30,Apartment Parking Lot,7500-7599,PINEMONT DR,-
Burglary,5F30,Apartment,7000-7099,HOLLISTER,ST
Burglary,5F30,Restaurant or Cafeteria Parking Lot,7400-7499,TIDWELL,RD
Theft,5F30,Restaurant or Cafeteria Parking Lot,13000-13099,NORTHWEST FWY OB,-
Theft,5F30,Other Parking Lot,14300-14399,NORTHWEST FWY OB,-
Theft,5F30,"Pawn, Resale Shop, or Flea Market",14300-14399,NORTHWEST,ST
Theft,5F30,Commercial Parking Lot or Garage,13200-13299,HEMPSTEAD,RD
Theft,5F30,Apartment Parking Lot,8000-8099,GROW,LN
Theft,5F30,"Road, Street, or Sidewalk",6400-6499,SAM HOUSTON,PKWY
Robbery,5F30,Apartment Parking Lot,5900-5999,FLINTLOCK RD,RD
Theft,5F30,Convenience Store,4300-4399,GESSNER,RD
Theft,5F30,Specialty Store (Non-Specific),13400-13499,NORTHWEST,ST
AutoTheft,5F30,"Vacant Storage Fac (Barn,Garage,Warehouse)",5700-5799,CAMPBELL RD,RD
Theft,5F30,Other Parking Lot,7800-7899,TAVERN,-
Theft,5F30,Restaurant or Cafeteria Parking Lot,13000-13099,NORTHWEST FWY OB,-
AutoTheft,5F30,Bar or Night Club Parking Lot,5900-5999,GUHN RD,RD
Aggravated Assault,5F30,"Hotel, Motel, Inn, Etc.",5900-5999,GUHN,RD
AutoTheft,5F30,"Road, Street, or Sidewalk",3100-3199,MAGNUM RD 93,-
AutoTheft,5F30,Grocery Store or Supermarket Parking Lot,13400-13499,NORTHWEST FWY OB,-
Theft,5F30,Commercial Parking Lot or Garage,4400-4499,CAMPBELL RD,RD
Theft,5F30,Restaurant or Cafeteria,14100-14199,NORTHWEST FWY IB,-
Theft,5F30,Commercial Building,13700-13799,NORTHWEST,ST
Theft,5F30,Convenience Store,4300-4399,GESSNER,RD
Theft,5F30,Department or Discount Store,13200-13299,NORTHWEST,ST
Burglary,5F30,"Hotel, Motel, Inn, Etc.",5900-5999,GUHN,RD
Aggravated Assault,5F30,Body Shop,4400-4499,CULLEN BLVD. APT 305,-
Aggravated Assault,5F30,Residence or House,12900-12999,NORTHWEST FWY IB,-
Theft,5F30,Restaurant or Cafeteria Parking Lot,12900-12999,NORTHWEST FWY OB,-
Theft,5F30,Apartment Parking Lot,7200-7299,PINEMONT DR,-
Aggravated Assault,5F30,"Road, Street, or Sidewalk",14000-14099,NORTHWEST FWY OB,-
AutoTheft,5F30,Apartment Parking Lot,7800-7899,GROW LN,-
AutoTheft,5F30,Restaurant or Cafeteria Parking Lot,14100-14199,NORTHWEST FWY IB,-
Theft,5F30,Miscellaneous Business (Non-Specific),7100-7199,HIGH LIFE,DR
Aggravated Assault,5F30,Apartment,10000-10099,GULF,FWY
Theft,5F30,Apartment Parking Lot,7500-7599,PINEMONT DR,-
AutoTheft,5F30,Driveway,7000-7099,W 43RD ST,ST
Theft,5F30,Warehouse,5400-5499,WHITMORE,DR
Theft,5F40,Hotel or Motel Parking Lot,16900-16999,SH 249 HWY IB,-
Theft,5F40,Mall Parking Lot,7900-7999,WILLOWBROOK MALL,-
Theft,5F40,Other Parking Lot,17200-17299,TOMBALL PKWY OB,-
Theft,5F40,Other Parking Lot,7000-7099,FM 1960,RD
Theft,5F40,"Hotel, Motel, Inn, Etc.",7900-7999,WILLOW CHASE BLVD,BLVD
Aggravated Assault,5F40,Restaurant or Cafeteria Parking Lot,17100-17199,TOMBALL PKWY IB,-
Theft,5F40,"Other, Unknown, or Not Listed",7900-7999,W FM 1960 RD,RD
Theft,5F40,Strip Business Center Parking Lot,3100-3199,N. TERMINAL,RD
Theft,5F40,"Other, Unknown, or Not Listed",11800-11899,N GESSNER RD,RD
AutoTheft,5F40,Other Parking Lot,38700-38799,SUGAR WOOD DR.,-
Theft,5F40,"Other, Unknown, or Not Listed",13500-13599,BRETON RIDGE ST,ST
Theft,5F40,Department or Discount Store,6800-6899,W FM 1960 RD,RD
Theft,5F40,Commercial Parking Lot or Garage,7300-7399,W GREENS RD,RD
Theft,5F40,Convenience Store,6900-6999,FM 1960,RD
Theft,5F40,Adult Book Store or Newsstand,13100-13199,WILLOW CHASE,DR
Theft,5F40,Department or Discount Store,6800-6899,FM 1960,RD
Robbery,5F40,Apartment Parking Lot,12000-12099,N GESSNER RD,RD
Theft,5F40,Other Parking Lot,17100-17199,TOMBALL PKWY IB,-
Burglary,5F40,Apartment,13500-13599,BRETON RIDGE ST,ST
Theft,5F40,Other Parking Lot,18300-18399,TOMBALL PKWY IB,-
Theft,5F40,Restaurant or Cafeteria Parking Lot,7000-7099,W FM 1960 RD,RD
Theft,5F40,Apartment Parking Lot,7700-7799,WILLOW CHASE BLVD,BLVD
Aggravated Assault,5F40,Hotel or Motel Parking Lot,9400-9499,TENNYSON AVE.,-
Theft,5F40,Other Parking Lot,7600-7699,W FM 1960 RD,RD
Theft,5F40,Commercial Parking Lot or Garage,12900-12999,WILLOW CHASE DR,-
Theft,5F40,Clothing Store,3400-3499,SANDBROOK,DR
Theft,5F40,Clothing Store,9500-9599,WAYSIDE,DR
Theft,5F40,Mall Common Area,2000-2099,WILLOWBROOK MALL,-
Theft,5F40,Grocery Store or Supermarket Parking Lot,8300-8399,FM 1960 RD,RD
Theft,5F40,Department or Discount Store,7900-7999,FM 1960,RD
Theft,5F40,Adult Novelty Store,13100-13199,WILLOW CHASE,DR
Theft,5F40,Grocery Store or Supermarket Parking Lot,12400-12499,GESSNER RD,RD
Theft,5F40,Hotel or Motel Parking Lot,7900-7999,WILLOW CHASE BLVD,BLVD
AutoTheft,5F40,Mall Parking Lot,13400-13499,BLUE SWALLOW,DR
Theft,5F40,"Other, Unknown, or Not Listed",17900-17999,TOMBALL PKWY IB,-
Theft,5F40,Apartment Parking Lot,12300-12399,GESSNER,RD
Theft,5F40,Department or Discount Store,7900-7999,FM 1960,RD
Theft,5F40,Restaurant or Cafeteria,10600-10699,DESERT SPRINGS,CIR
Theft,5F40,Restaurant or Cafeteria Parking Lot,7100-7199,W FM 1960 RD,RD
Theft,5F40,Restaurant or Cafeteria Parking Lot,10800-10899,GESSNER,RD
Theft,5F40,Miscellaneous Business (Non-Specific),2000-2099,WILLOWBROOK MALL,-
Theft,5F40,Hospital Parking Lot,18200-18299,TOMBALL PKWY OB,-
Theft,5F40,Department or Discount Store,8100-8199,CURRY STREET,-
Robbery,5F40,Other Parking Lot,6900-6999,W FM 1960 RD,RD
Theft,5F40,Apartment Parking Lot,12300-12399,N GESSNER RD,RD
Theft,5F40,Apartment Parking Lot,13500-13599,BRETON RIDGE ST,ST
Theft,5F40,Restaurant or Cafeteria Parking Lot,18200-18299,TOMBALL PKWY OB,-
Theft,5F40,Department or Discount Store,4000-4099,WILLOWBROOK MALL,-
Theft,5F40,Strip Business Center Parking Lot,7600-7699,W FM 1960 RD,RD
Theft,5F40,Clothing Store,7900-7999,FM 1960,RD
Theft,5F40,Restaurant or Cafeteria Parking Lot,7600-7699,W FM 1960 RD,RD
Theft,5F40,Specialty Store (Non-Specific),7500-7599,FM 1960,RD
Theft,5F40,Apartment Parking Lot,13500-13599,BRETON RIDGE ST,ST
Theft,5F40,"Hotel, Motel, Inn, Etc.",7600-7699,FM 1960,RD
Theft,5F40,Nursing Home,12900-12999,MISTY WILLOW,DR
Theft,5F40,Other Parking Lot,17100-17199,TOMBALL PKWY IB,-
Rape,5F40,Residence or House,12100-12199,GLENWAY,DR
Theft,5F40,Department or Discount Store,7900-7999,FM 1960,RD
Theft,5F40,Clothing Store,11600-11699,ADEL ROAD LT 1,-
Theft,5F40,Apartment Parking Lot,8300-8399,WILLOW PLACE,DR
Burglary,5F40,Apartment,7700-7799,WILLOW CHASE BLVD,BLVD
Theft,5F40,Department or Discount Store,7800-7899,W FM 1960 RD,RD
Theft,5F40,Commercial Building,7900-7999,FM 1960,RD
Theft,5F40,Mall Common Area,7900-7999,FM 1960,-
Theft,5F40,Grocery Store or Supermarket Parking Lot,12400-12499,GESSNER,RD
Theft,5F40,Grocery Store or Supermarket,6800-6899,FM 1960,RD
Theft,5F40,Department or Discount Store,5500-5599,WINDING,WAY
Theft,5F40,Mall Parking Lot,500-599,INDIAN SHORE,-
Theft,5F40,Apartment Parking Lot,8300-8399,WILLOW PLACE,DR
Theft,5F40,Department or Discount Store,6800-6899,FM 1960,RD
Theft,5F40,"Road, Street, or Sidewalk",12300-12399,14555PHILIPPINE ST,ST
Theft,5F40,Other Parking Lot,UNK,W FM 1960 RD/TOMBALL PKWY OB,-
Theft,5F40,Clothing Store,6800-6899,FM 1960,RD
Burglary,5F40,Miscellaneous Business (Non-Specific),17700-17799,TOMBALL,PKWY
Theft,5F40,Mall Parking Lot,7900-7999,W FM 1960 RD,RD
Rape,5F40,Apartment,25500-25599,TOMBALL,PKWY
Theft,5F40,Miscellaneous Business (Non-Specific),11400-11499,OAK SPRING,DR
Theft,5F40,Restaurant or Cafeteria Parking Lot,7800-7899,WILLOW CHASE BLVD,BLVD
Aggravated Assault,5F40,"Road, Street, or Sidewalk",18200-18299,TOMBALL PKWY OB,-
Theft,5F40,"Gym, Recreat, Club House, Indoor Pool",7300-7399,W GREENS RD,RD
Theft,5F40,Credit Union,7700-7799,WILLOW CHASE BLVD,BLVD
Theft,5F40,Miscellaneous Business (Non-Specific),7900-7999,FM 1960,RD
Aggravated Assault,5F40,Apartment,8300-8399,WILLOW PLACE DR N,-
Theft,5F40,Specialty Store (Non-Specific),7500-7599,FM 1960,RD
Theft,5F40,Department or Discount Store,7900-7999,W FM 1960 RD,RD
Theft,5F40,Miscellaneous Business (Non-Specific),2000-2099,WILLOWBROOK MALL,-
Theft,5F40,Other Parking Lot,7600-7699,W FM 1960 RD,RD
Theft,5F40,Clothing Store,19500-19599,FLETCHER WAY,DR
Theft,5F40,Restaurant or Cafeteria,9100-9199,TURNBULL,LN
Theft,5F40,Department or Discount Store,7900-7999,FM 1960,RD
Theft,5F40,Department or Discount Store,6900-6999,FM 1960,RD
Theft,5F40,Mall Parking Lot,9600-9699,DESERT FLOWER,LN
AutoTheft,5F40,Mall Parking Lot,2000-2099,WILLOWBROOK MALL,-
Theft,5F40,Miscellaneous Business (Non-Specific),2000-2099,WILLOWBROOK MALL,-
Theft,5F40,Restaurant or Cafeteria Parking Lot,7000-7099,W FM 1960 RD,RD
Robbery,5F40,Mall Parking Lot,2000-2099,WILLOWBROOK MALL,-
Theft,5F40,Other Parking Lot,7300-7399,W GREENS RD,RD
AutoTheft,5F40,Department or Discount Store,8400-8499,W FM 1960 RD,RD
Theft,5F40,"Gym, Recreat, Club House, Indoor Pool",7700-7799,WILLOW CHASE BLVD,BLVD
AutoTheft,5F40,Mall Parking Lot,1900-1999,LLOYD STREET,-
Theft,5F40,Department or Discount Store,7900-7999,FM 1960,RD
Theft,5F40,Other Parking Lot,2000-2099,WILLOWBROOK MALL,-
Robbery,5F40,Specialty Store (Non-Specific),13100-13199,WILLOW CHASE DR,-
Burglary,5F40,Bar or Night Club,17200-17299,TOMBALL PKWY OB,-
Theft,5F40,Department or Discount Store,8600-8699,VALLEY SOUTH,DR
Theft,5F40,Other Parking Lot,12400-12499,N GESSNER RD,RD
Theft,5F40,"Theatres, Dinner Theaters, Auditoriums",17100-17199,TOMBALL PKWY IB,-
Theft,5F40,Department or Discount Store,7900-7999,FM 1960,RD
Theft,5F40,"Electronics Store, Electrical Supplies",17500-17599,TOMBALL,PKWY
Theft,5F40,Restaurant or Cafeteria,7600-7699,W FM 1960 RD,RD
Theft,5F40,Mall Common Area,UNK,HALL,DR
Theft,5F40,Restaurant or Cafeteria Parking Lot,17400-17499,TOMBALL PKWY IB,-
Burglary,5F40,Commercial Building,12900-12999,WILLOW CHASE DR,-
Theft,5F40,Restaurant or Cafeteria Parking Lot,7600-7699,W FM 1960 RD,RD
Theft,5F40,Restaurant or Cafeteria Parking Lot,7000-7099,W FM 1960 RD,RD
Theft,5F40,Apartment Parking Lot,12300-12399,N GESSNER RD,RD
Theft,5F40,Commercial Parking Lot or Garage,17100-17199,TOMBALL PKWY IB,-
Theft,5F40,Restaurant or Cafeteria Parking Lot,18200-18299,SH 249 HWY OB,-
Theft,5F40,Restaurant or Cafeteria Parking Lot,7600-7699,W FM 1960 RD,RD
Theft,5F40,Restaurant or Cafeteria Parking Lot,17300-17399,TOMBALL PKWY IB,-
Theft,5F40,Department or Discount Store,2000-2099,WILLOWBROOK MALL,-
Theft,5F40,Restaurant or Cafeteria Parking Lot,18200-18299,TOMBALL PKWY OB,-
Burglary,5F40,Commercial Building,8200-8299,MILLS,RD
Aggravated Assault,5F40,Other Parking Lot,17700-17799,TOMBALL PKWY OB,-
Theft,5F40,"Gym, Recreat, Club House, Indoor Pool",7700-7799,WILLOW CHASE BLVD,BLVD
Theft,5F40,Office Building,13600-13699,ARDFIELD,DR
Theft,5F40,"Gym, Recreat, Club House, Indoor Pool",7300-7399,W GREENS RD,RD
Aggravated Assault,5F40,Service or Gas Station,4500-4599,LOUETTA,RD
Theft,5F40,Grocery Store or Supermarket,17700-17799,TOMBALL,PKWY
AutoTheft,5F40,Restaurant or Cafeteria Parking Lot,7500-7599,W FM 1960 RD,RD
Theft,5F40,"Gym, Recreat, Club House, Indoor Pool",8200-8299,WILLOW PLACE,DR
Theft,5F40,Mall Common Area,2000-2099,WILLOWBROOK MALL,-
AutoTheft,5F40,Restaurant or Cafeteria Parking Lot,8400-8499,RIVERSIDE WALK,LN
Theft,5F40,"Road, Street, or Sidewalk",7500-7599,BUBBLING SPRING,LN
Theft,5F40,Department or Discount Store,13200-13299,CHAMPIONS CENTRE DR,-
Theft,6B10,Driveway,12700-12799,IROQUOIS,-
Aggravated Assault,6B10,Residence or House,700-799,BENBROOK,DR
Theft,6B10,Restaurant or Cafeteria Parking Lot,5500-5599,NORTH FWY OB,-
AutoTheft,6B10,Apartment Parking Lot,9400-9499,BAUMAN,RD
Burglary,6B10,Apartment Parking Lot,900-999,TIDWELL RD,RD
Burglary,6B10,Residence or House,5900-5999,LUNA,-
Theft,6B10,Barber And Beauty Shops,400-499,LITTLE YORK,RD
AutoTheft,6B10,Apartment Parking Lot,5900-5999,NORTH FWY OB,-
Theft,6B10,Department or Discount Store,5500-5599,NORTH,FWY
Burglary,6B10,Other Parking Lot,5600-5699,NORTH,FWY
Theft,6B10,Residence or House,600-699,ELLENA RD,RD
Theft,6B10,Strip Business Center Parking Lot,5500-5599,NORTH FWY OB,-
Aggravated Assault,6B10,Residence or House,5900-5999,AIRLINE DR,-
Theft,6B10,Driveway,100-199,TALLANT ST,ST
AutoTheft,6B10,Strip Business Center Parking Lot,5900-5999,NORTH FWY OB,-
Burglary,6B10,Miscellaneous Business (Non-Specific),6600-6699,AIRLINE,DR
Theft,6B10,Apartment Parking Lot,9400-9499,BAUMAN RD,RD
AutoTheft,6B10,"Road, Street, or Sidewalk",10900-10999,NORMEADOW LN,-
AutoTheft,6B10,"Road, Street, or Sidewalk",11100-11199,VISTA NORTE CT,-
AutoTheft,6B10,Apartment Parking Lot,100-199,PARKER RD,RD
AutoTheft,6B10,Apartment Parking Lot,100-199,W PARKER RD,RD
Theft,6B10,Apartment Parking Lot,100-199,PARKER RD,RD
Theft,6B10,Convenience Store Parking Lot,200-299,E LITTLE YORK RD,RD
Robbery,6B10,Apartment,100-199,PARKER RD,RD
Theft,6B10,Restaurant or Cafeteria,100-199,W PARKER RD,RD
AutoTheft,6B10,Apartment Parking Lot,7000-7099,NORTHLINE DR,-
Theft,6B10,Strip Business Center Parking Lot,6700-6799,AIRLINE DR,-
Aggravated Assault,6B10,"Road, Street, or Sidewalk",7300-7399,NORTHLINE DR,-
AutoTheft,6B10,Apartment,11500-11599,BISCAYNE WAY,-
Theft,6B10,Apartment Parking Lot,7200-7299,NORTHLINE DR,-
Theft,6B10,Residence or House,1000-1099,WELLINGTON ST,ST
Burglary,6B10,Residence or House,11700-11799,ART ST,ST
Theft,6B10,"Parks and Recreation, Zoo, Swimming Pool",9700-9799,CLARK RD,RD
Burglary,6B10,Miscellaneous Business (Non-Specific),7400-7499,AIRLINE DR,-
Rape,6B10,Miscellaneous Business (Non-Specific),5400-5499,NORTH FWY OB,-
Robbery,6B10,"Road, Street, or Sidewalk",300-399,E SUNNYSIDE ST,ST
Theft,6B10,Bar or Night Club Parking Lot,100-199,E LITTLE YORK RD,RD
AutoTheft,6B10,"Road, Street, or Sidewalk",6200-6299,NORTHLINE DR APT 214,-
Burglary,6B10,Miscellaneous Business (Non-Specific),5900-5999,NORTH,FWY
Theft,6B10,"Furniture, Appliances, Radios, TV Store",7100-7199,NORTH,FWY
Theft,6B10,Other Parking Lot,400-499,LITTLE YORK RD,RD
Robbery,6B10,Grocery Store or Supermarket,400-499,LITTLE YORK,RD
AutoTheft,6B10,Driveway,100-199,WELLINGTON ST,ST
Theft,6B10,Restaurant or Cafeteria,9700-9799,BAUMAN,RD
Aggravated Assault,6B10,Residence or House,1100-1199,HARTWICK,RD
Robbery,6B10,Apartment Parking Lot,9300-9399,TIDWELL,RD
Theft,6B10,Barber And Beauty Shops,12800-12899,WOODFOREST,ST
AutoTheft,6B10,Residence or House,6200-6299,AIRLINE DR,-
Theft,6B10,Drug Store or Medical Supply,6600-6699,AIRLINE,DR
Theft,6B10,Restaurant or Cafeteria Parking Lot,7600-7699,AIRLINE,DR
AutoTheft,6B10,"Road, Street, or Sidewalk",12800-12899,W HARDY RD,RD
AutoTheft,6B10,Apartment Parking Lot,5900-5999,NORTH FWY OB,-
Burglary,6B10,Private School,5800-5899,AIRLINE,DR
Aggravated Assault,6B10,Restaurant or Cafeteria Parking Lot,1100-1199,CHESTNUT BOUGH,-
Theft,6B10,Convenience Store,6600-6699,AIRLINE,DR
Theft,6B10,"Laundry, Dry Cleaners, Washaterias",300-399,TIDWELL,RD
Aggravated Assault,6B10,"Road, Street, or Sidewalk",UNK,LITTLE YORK OBIB/NORTH FWY OB,-
Robbery,6B10,"Road, Street, or Sidewalk",1200-1299,HAVNER LN,-
Theft,6B10,Miscellaneous Business (Non-Specific),6100-6199,AIRLINE DR,-
Aggravated Assault,6B10,Residence or House,1100-1199,TURNER DR,-
Theft,6B10,"Pawn, Resale Shop, or Flea Market",7000-7099,NORTH,FWY
Theft,6B10,Hospital,7200-7299,NORTHLINE DR.,DR
AutoTheft,6B10,Driveway,200-299,W LITTLE YORK RD,RD
Theft,6B10,Apartment,7000-7099,NORTHLINE,DR
AutoTheft,6B10,Driveway,4100-4199,LUMBER LANE,-
Theft,6B10,Drug Store or Medical Supply,6600-6699,AIRLINE,DR
Theft,6B10,Service or Gas Station,5400-5499,FREEWAY,-
Theft,6B10,Department or Discount Store,5500-5599,NORTH,FWY
Theft,6B10,Restaurant or Cafeteria Parking Lot,6100-6199,AIRLINE DR,-
Theft,6B10,Apartment Parking Lot,100-199,W PARKER RD,RD
Aggravated Assault,6B10,Restaurant or Cafeteria Parking Lot,400-499,W LITTLE YORK RD,RD
Theft,6B10,Service or Gas Station,5400-5499,NORTH,FWY
Burglary,6B10,Residence or House,100-199,E TWICKENHAM TRL,-
Theft,6B10,"Other, Unknown, or Not Listed",5500-5599,AIRLINE DR,-
Robbery,6B10,Department or Discount Store,3400-3499,COAL,ST
Theft,6B10,Residence or House,1000-1099,CHARLES RD,RD
Burglary,6B10,Drug Store or Medical Supply,6500-6599,NORTH,FWY
Aggravated Assault,6B10,"Road, Street, or Sidewalk",11000-11099,CATAMORE,-
AutoTheft,6B10,Restaurant or Cafeteria Parking Lot,6100-6199,AIRLINE DR,-
Theft,6B10,"Other, Unknown, or Not Listed",6000-6099,NORTH,FWY
AutoTheft,6B10,Apartment Parking Lot,600-699,E LITTLE YORK RD,RD
Burglary,6B10,Apartment,300-399,W LITTLE YORK RD,RD
Robbery,6B10,"Parks and Recreation, Zoo, Swimming Pool",6900-6999,NORDLING RD,RD
AutoTheft,6B10,Apartment Parking Lot,100-199,PARKER RD,RD
Theft,6B10,Strip Business Center Parking Lot,400-499,E LITTLE YORK RD,RD
Theft,6B10,Grocery Store or Supermarket,400-499,LITTLE YORK,RD
Theft,6B10,Park and Ride Terminal,12500-12599,BAUMAN RD,RD
Theft,6B10,Residence or House,700-799,E WELLINGTON ST,ST
Theft,6B10,"Road, Street, or Sidewalk",8600-8699,OAK LEAF FOREST,ST
Theft,6B10,"Church, Synagogue, or Temple Parking Lot",500-599,TIDWELL RD,RD
Burglary,6B10,Convenience Store,9800-9899,FULTON,ST
Theft,6B10,Department or Discount Store,7500-7599,NORTH FWY OB,-
Burglary,6B10,Restaurant or Cafeteria,5500-5599,NORTH,FWY
Aggravated Assault,6B10,Residence or House,600-699,JOHN ALBER RD,RD
Theft,6B10,Clothing Store,5500-5599,NORTH,FWY
Theft,6B10,Apartment Parking Lot,9400-9499,BAUMAN RD,RD
Burglary,6B10,Warehouse,7700-7799,NORTH,FWY
Theft,6B10,Commercial Parking Lot or Garage,6700-6799,AIRLINE DR,-
AutoTheft,6B10,Driveway,100-199,OBION RD,RD
Aggravated Assault,6B10,Bar or Night Club,6200-6299,AIRLINE,DR
Burglary,6B10,Residence or House,100-199,TROY RD,RD
Robbery,6B10,Apartment,5400-5499,NORTH FWY OB,-
Theft,6B10,Apartment Parking Lot,300-399,LITTLE YORK RD,RD
AutoTheft,6B10,Apartment Parking Lot,300-399,SUNNYSIDE ST,ST
AutoTheft,6B10,Miscellaneous Business (Non-Specific),2400-2499,WINROCK,BLVD
AutoTheft,6B10,Driveway,700-799,BECKMAN DR,-
AutoTheft,6B10,"Road, Street, or Sidewalk",100-199,E SUNNYSIDE ST,ST
Burglary,6B10,Apartment,6700-6799,GUSE,ST
Aggravated Assault,6B10,Apartment,300-399,SUNNYSIDE ST,ST
Theft,6B10,Miscellaneous Business (Non-Specific),300-399,CANINO,RD
Burglary,6B10,Residence or House,300-399,E WELLINGTON ST,ST
Theft,6B10,Bank or Savings Institution Parking Lot,900-999,LITTLE YORK RD,RD
Aggravated Assault,6B20,"Other, Unknown, or Not Listed",5900-5999,NORTH,FWY
Robbery,6B20,Driveway,6700-6799,STUEBNER AIRLINE RD,RD
Aggravated Assault,6B20,Apartment,1200-1299,W TIDWELL RD,RD
Aggravated Assault,6B20,Residence or House,6800-6899,COVINGTON DR,-
Theft,6B20,Apartment Parking Lot,400-499,W PARKER RD,RD
AutoTheft,6B20,Driveway,2600-2699,DRUID ST,ST
Burglary,6B20,Apartment,1200-1299,W TIDWELL RD,RD
Theft,6B20,Apartment Parking Lot,2500-2599,T C JESTER,BLVD
Burglary,6B20,"Vacant Storage Fac (Barn,Garage,Warehouse)",700-799,GREEN MEADOW LN,-
Theft,6B20,Residence or House,6000-6099,W MONTGOMERY RD,RD
Theft,6B20,"Road, Street, or Sidewalk",500-599,W RITTENHOUSE ST,ST
Theft,6B20,Driveway,700-799,DAVIDSON ST,ST
Theft,6B20,"Field, Woods, Forest, Park",11400-11499,ROYAL THISTLE,CT
Aggravated Assault,6B20,Apartment,500-599,RITTENHOUSE ST,ST
Burglary,6B20,Residence or House,700-799,W DONOVAN,-
Theft,6B20,Apartment Parking Lot,5600-5699,PATRICK,-
Aggravated Assault,6B20,Apartment,5600-5699,YALE ST,ST
Burglary,6B20,Garage or Carport,7400-7499,KNOX,ST
Aggravated Assault,6B20,Convenience Store Parking Lot,7700-7799,W MONTGOMERY RD,RD
Aggravated Assault,6B20,Apartment,5600-5699,YALE ST,ST
Robbery,6B20,Auto Repair,5800-5899,MONTGOMERY,RD
Theft,6B20,Vacant Other Out Build/Monument/UnderConst,6800-6899,TUSKEGEE ST,ST
Burglary,6B20,Residence or House,800-899,DOLLY WRIGHT ST,ST
Theft,6B20,Warehouse,5700-5799,NORTH SHEPHERD,RD
Robbery,6B20,"Other, Unknown, or Not Listed",5700-5799,YALE ST,ST
Aggravated Assault,6B20,Apartment Parking Lot,1200-1299,W TIDWELL RD,RD
Aggravated Assault,6B20,Convenience Store Parking Lot,3200-3299,W LITTLE YORK RD,RD
Burglary,6B20,Residence or House,1400-1499,HOPPER,RD
